region,id,channel,category,sales
1,216,1,Frozen ,1374
1,216,1,Deli ,2388
1,216,1,Detergents ,5828
1,217,2,Fresh ,2532
1,217,2,Milk ,16599
1,217,2,Grocery ,36486
1,217,2,Frozen ,179
1,217,2,Deli ,674
1,217,2,Detergents ,13308
1,218,1,Fresh ,18044
1,218,1,Milk ,1475
1,218,1,Grocery ,2046
1,218,1,Frozen ,2532
1,218,1,Deli ,1158
1,218,1,Detergents ,130
1,219,2,Fresh ,18
1,219,2,Milk ,7504
1,219,2,Grocery ,15205
1,219,2,Frozen ,1285
1,219,2,Deli ,6372
1,219,2,Detergents ,4797
1,220,1,Fresh ,4155
1,220,1,Milk ,367
1,220,1,Grocery ,1390
1,220,1,Frozen ,2306
1,220,1,Deli ,130
1,220,1,Detergents ,86
1,221,1,Fresh ,14755
1,221,1,Milk ,899
1,221,1,Grocery ,1382
1,221,1,Frozen ,1765
1,221,1,Deli ,749
1,221,1,Detergents ,56
1,222,1,Fresh ,5396
1,222,1,Milk ,7503
1,222,1,Grocery ,10646
1,222,1,Frozen ,91
1,222,1,Deli ,239
1,222,1,Detergents ,4167
1,223,1,Fresh ,5041
1,223,1,Milk ,1115
1,223,1,Grocery ,2856
1,223,1,Frozen ,7496
1,223,1,Deli ,375
1,223,1,Detergents ,256
1,224,2,Fresh ,2790
1,224,2,Milk ,2527
1,224,2,Grocery ,5265
1,224,2,Frozen ,5612
1,224,2,Deli ,1360
1,224,2,Detergents ,788
1,225,1,Fresh ,7274
1,225,1,Milk ,659
1,225,1,Grocery ,1499
1,225,1,Frozen ,784
1,225,1,Deli ,659
1,225,1,Detergents ,70
1,226,1,Fresh ,12680
1,226,1,Milk ,3243
1,226,1,Grocery ,4157
1,226,1,Frozen ,660
1,226,1,Deli ,786
1,226,1,Detergents ,761
1,227,2,Fresh ,20782
1,227,2,Milk ,5921
1,227,2,Grocery ,9212
1,227,2,Frozen ,1759
1,227,2,Deli ,1553
1,227,2,Detergents ,2568
1,228,1,Fresh ,4042
1,228,1,Milk ,2204
1,228,1,Grocery ,1563
1,228,1,Frozen ,2286
1,228,1,Deli ,689
1,228,1,Detergents ,263
1,229,1,Fresh ,1869
1,229,1,Milk ,577
1,229,1,Grocery ,572
1,229,1,Frozen ,950
1,229,1,Deli ,203
1,229,1,Detergents ,4762
1,230,1,Fresh ,8656
1,230,1,Milk ,2746
1,230,1,Grocery ,2501
1,230,1,Frozen ,6845
1,230,1,Deli ,980
1,230,1,Detergents ,694
1,231,2,Fresh ,11072
1,231,2,Milk ,5989
1,231,2,Grocery ,5615
1,231,2,Frozen ,8321
1,231,2,Deli ,2137
1,231,2,Detergents ,955
1,232,1,Fresh ,2344
1,232,1,Milk ,10678
1,232,1,Grocery ,3828
1,232,1,Frozen ,1439
1,232,1,Deli ,490
1,232,1,Detergents ,1566
1,233,1,Fresh ,25962
1,233,1,Milk ,1780
1,233,1,Grocery ,3838
1,233,1,Frozen ,638
1,233,1,Deli ,834
1,233,1,Detergents ,284
1,234,1,Fresh ,964
1,234,1,Milk ,4984
1,234,1,Grocery ,3316
1,234,1,Frozen ,937
1,234,1,Deli ,7
1,234,1,Detergents ,409
1,235,1,Fresh ,15603
1,235,1,Milk ,2703
1,235,1,Grocery ,3833
1,235,1,Frozen ,4260
1,235,1,Deli ,2563
1,235,1,Detergents ,325
1,236,1,Fresh ,1838
1,236,1,Milk ,6380
1,236,1,Grocery ,2824
1,236,1,Frozen ,1218
1,236,1,Deli ,295
1,236,1,Detergents ,1216
1,237,1,Fresh ,8635
1,237,1,Milk ,820
1,237,1,Grocery ,3047
1,237,1,Frozen ,2312
1,237,1,Deli ,225
1,237,1,Detergents ,415
1,238,1,Fresh ,18692
1,238,1,Milk ,3838
1,238,1,Grocery ,593
1,238,1,Frozen ,4634
1,238,1,Deli ,1215
1,238,1,Detergents ,28
1,239,1,Fresh ,7363
1,239,1,Milk ,475
1,239,1,Grocery ,585
1,239,1,Frozen ,1112
1,239,1,Deli ,216
1,239,1,Detergents ,72
1,240,1,Fresh ,47493
1,240,1,Milk ,2567
1,240,1,Grocery ,3779
1,240,1,Frozen ,5243
1,240,1,Deli ,2253
1,240,1,Detergents ,828
1,241,1,Fresh ,22096
1,241,1,Milk ,3575
1,241,1,Grocery ,7041
1,241,1,Frozen ,11422
1,241,1,Deli ,2564
1,241,1,Detergents ,343
1,242,1,Fresh ,24929
1,242,1,Milk ,1801
1,242,1,Grocery ,2475
1,242,1,Frozen ,2216
1,242,1,Deli ,1047
1,242,1,Detergents ,412
1,243,1,Fresh ,18226
1,243,1,Milk ,659
1,243,1,Grocery ,2914
1,243,1,Frozen ,3752
1,243,1,Deli ,578
1,243,1,Detergents ,586
1,244,1,Fresh ,11210
1,244,1,Milk ,3576
1,244,1,Grocery ,5119
1,244,1,Frozen ,561
1,244,1,Deli ,2398
1,244,1,Detergents ,1682
1,245,1,Fresh ,6202
1,245,1,Milk ,7775
1,245,1,Grocery ,10817
1,245,1,Frozen ,1183
1,245,1,Deli ,1970
1,245,1,Detergents ,3143
1,246,2,Fresh ,3062
1,246,2,Milk ,6154
1,246,2,Grocery ,13916
1,246,2,Frozen ,230
1,246,2,Deli ,2784
1,246,2,Detergents ,8933
1,247,1,Fresh ,8885
1,247,1,Milk ,2428
1,247,1,Grocery ,1777
1,247,1,Frozen ,1777
1,247,1,Deli ,610
1,247,1,Detergents ,430
1,248,1,Fresh ,13569
1,248,1,Milk ,346
1,248,1,Grocery ,489
1,248,1,Frozen ,2077
1,248,1,Deli ,659
1,248,1,Detergents ,44
1,249,1,Fresh ,15671
1,249,1,Milk ,5279
1,249,1,Grocery ,2406
1,249,1,Frozen ,559
1,249,1,Deli ,572
1,249,1,Detergents ,562
1,250,1,Fresh ,8040
1,250,1,Milk ,3795
1,250,1,Grocery ,2070
1,250,1,Frozen ,6340
1,250,1,Deli ,291
1,250,1,Detergents ,918
1,251,1,Fresh ,3191
1,251,1,Milk ,1993
1,251,1,Grocery ,1799
1,251,1,Frozen ,1730
1,251,1,Deli ,710
1,251,1,Detergents ,234
1,252,2,Fresh ,6134
1,252,2,Milk ,23133
1,252,2,Grocery ,33586
1,252,2,Frozen ,6746
1,252,2,Deli ,5121
1,252,2,Detergents ,18594
1,253,1,Fresh ,6623
1,253,1,Milk ,1860
1,253,1,Grocery ,4740
1,253,1,Frozen ,7683
1,253,1,Deli ,1693
1,253,1,Detergents ,205
1,254,1,Fresh ,29526
1,254,1,Milk ,7961
1,254,1,Grocery ,16966
1,254,1,Frozen ,432
1,254,1,Deli ,1391
1,254,1,Detergents ,363
1,255,1,Fresh ,10379
1,255,1,Milk ,17972
1,255,1,Grocery ,4748
1,255,1,Frozen ,4686
1,255,1,Deli ,3265
1,255,1,Detergents ,1547
1,256,1,Fresh ,31614
1,256,1,Milk ,489
1,256,1,Grocery ,1495
1,256,1,Frozen ,3242
1,256,1,Deli ,615
1,256,1,Detergents ,111
1,257,1,Fresh ,11092
1,257,1,Milk ,5008
1,257,1,Grocery ,5249
1,257,1,Frozen ,453
1,257,1,Deli ,373
1,257,1,Detergents ,392
1,258,1,Fresh ,8475
1,258,1,Milk ,1931
1,258,1,Grocery ,1883
1,258,1,Frozen ,5004
1,258,1,Deli ,987
1,258,1,Detergents ,3593
1,259,1,Fresh ,56083
1,259,1,Milk ,4563
1,259,1,Grocery ,2124
1,259,1,Frozen ,6422
1,259,1,Deli ,3321
1,259,1,Detergents ,730
1,260,1,Fresh ,53205
1,260,1,Milk ,4959
1,260,1,Grocery ,7336
1,260,1,Frozen ,3012
1,260,1,Deli ,818
1,260,1,Detergents ,967
1,261,1,Fresh ,9193
1,261,1,Milk ,4885
1,261,1,Grocery ,2157
1,261,1,Frozen ,327
1,261,1,Deli ,548
1,261,1,Detergents ,780
1,262,1,Fresh ,7858
1,262,1,Milk ,1110
1,262,1,Grocery ,1094
1,262,1,Frozen ,6818
1,262,1,Deli ,287
1,262,1,Detergents ,49
1,263,1,Fresh ,23257
1,263,1,Milk ,1372
1,263,1,Grocery ,1677
1,263,1,Frozen ,982
1,263,1,Deli ,655
1,263,1,Detergents ,429
1,264,1,Fresh ,2153
1,264,1,Milk ,1115
1,264,1,Grocery ,6684
1,264,1,Frozen ,4324
1,264,1,Deli ,411
1,264,1,Detergents ,2894
1,265,2,Fresh ,1073
1,265,2,Milk ,9679
1,265,2,Grocery ,15445
1,265,2,Frozen ,61
1,265,2,Deli ,1265
1,265,2,Detergents ,5980
1,266,1,Fresh ,5909
1,266,1,Milk ,23527
1,266,1,Grocery ,13699
1,266,1,Frozen ,10155
1,266,1,Deli ,3636
1,266,1,Detergents ,830
1,267,2,Fresh ,572
1,267,2,Milk ,9763
1,267,2,Grocery ,22182
1,267,2,Frozen ,2221
1,267,2,Deli ,2563
1,267,2,Detergents ,4882
1,268,1,Fresh ,20893
1,268,1,Milk ,1222
1,268,1,Grocery ,2576
1,268,1,Frozen ,3975
1,268,1,Deli ,3628
1,268,1,Detergents ,737
1,269,2,Fresh ,11908
1,269,2,Milk ,8053
1,269,2,Grocery ,19847
1,269,2,Frozen ,1069
1,269,2,Deli ,698
1,269,2,Detergents ,6374
1,270,1,Fresh ,15218
1,270,1,Milk ,258
1,270,1,Grocery ,1138
1,270,1,Frozen ,2516
1,270,1,Deli ,204
1,270,1,Detergents ,333
1,271,1,Fresh ,4720
1,271,1,Milk ,1032
1,271,1,Grocery ,975
1,271,1,Frozen ,5500
1,271,1,Deli ,56
1,271,1,Detergents ,197
1,272,1,Fresh ,2083
1,272,1,Milk ,5007
1,272,1,Grocery ,1563
1,272,1,Frozen ,1120
1,272,1,Deli ,1550
1,272,1,Detergents ,147
1,273,1,Fresh ,514
1,273,1,Milk ,8323
1,273,1,Grocery ,6869
1,273,1,Frozen ,529
1,273,1,Deli ,1040
1,273,1,Detergents ,93
