id,channel,category,sales
51,1,Milk ,1095
51,1,Grocery ,1980
51,1,Frozen ,3860
51,1,Deli ,2162
51,1,Detergents ,609
52,1,Fresh ,3347
52,1,Milk ,4051
52,1,Grocery ,6996
52,1,Frozen ,239
52,1,Deli ,301
52,1,Detergents ,1538
53,2,Fresh ,40721
53,2,Milk ,3916
53,2,Grocery ,5876
53,2,Frozen ,532
53,2,Deli ,1278
53,2,Detergents ,2587
54,2,Fresh ,491
54,2,Milk ,10473
54,2,Grocery ,11532
54,2,Frozen ,744
54,2,Deli ,224
54,2,Detergents ,5611
55,1,Fresh ,27329
55,1,Milk ,1449
55,1,Grocery ,1947
55,1,Frozen ,2436
55,1,Deli ,1333
55,1,Detergents ,204
56,1,Fresh ,5264
56,1,Milk ,3683
56,1,Grocery ,5005
56,1,Frozen ,1057
56,1,Deli ,1130
56,1,Detergents ,2024
57,2,Fresh ,4098
57,2,Milk ,29892
57,2,Grocery ,26866
57,2,Frozen ,2616
57,2,Deli ,1340
57,2,Detergents ,17740
58,2,Fresh ,5417
58,2,Milk ,9933
58,2,Grocery ,10487
58,2,Frozen ,38
58,2,Deli ,1282
58,2,Detergents ,7572
59,1,Fresh ,13779
59,1,Milk ,1970
59,1,Grocery ,1648
59,1,Frozen ,596
59,1,Deli ,436
59,1,Detergents ,227
60,1,Fresh ,6137
60,1,Milk ,5360
60,1,Grocery ,8040
60,1,Frozen ,129
60,1,Deli ,1603
60,1,Detergents ,3084
61,2,Fresh ,8590
61,2,Milk ,3045
61,2,Grocery ,7854
61,2,Frozen ,96
61,2,Deli ,225
61,2,Detergents ,4095
62,2,Fresh ,35942
62,2,Milk ,38369
62,2,Grocery ,59598
62,2,Frozen ,3254
62,2,Deli ,2017
62,2,Detergents ,26701
63,2,Fresh ,7823
63,2,Milk ,6245
63,2,Grocery ,6544
63,2,Frozen ,4154
63,2,Deli ,964
63,2,Detergents ,4074
64,2,Fresh ,9396
64,2,Milk ,11601
64,2,Grocery ,15775
64,2,Frozen ,2896
64,2,Deli ,1295
64,2,Detergents ,7677
65,1,Fresh ,4760
65,1,Milk ,1227
65,1,Grocery ,3250
65,1,Frozen ,3724
65,1,Deli ,1145
65,1,Detergents ,1247
66,2,Fresh ,85
66,2,Milk ,20959
66,2,Grocery ,45828
66,2,Frozen ,36
66,2,Deli ,1423
66,2,Detergents ,24231
67,1,Fresh ,9
67,1,Milk ,1534
67,1,Grocery ,7417
67,1,Frozen ,175
67,1,Deli ,27
67,1,Detergents ,3468
68,2,Fresh ,19913
68,2,Milk ,6759
68,2,Grocery ,13462
68,2,Frozen ,1256
68,2,Deli ,834
68,2,Detergents ,5141
69,1,Fresh ,2446
69,1,Milk ,7260
69,1,Grocery ,3993
69,1,Frozen ,5870
69,1,Deli ,3095
69,1,Detergents ,788
70,1,Fresh ,8352
70,1,Milk ,2820
70,1,Grocery ,1293
70,1,Frozen ,779
70,1,Deli ,144
70,1,Detergents ,656
71,1,Fresh ,16705
71,1,Milk ,2037
71,1,Grocery ,3202
71,1,Frozen ,10643
71,1,Deli ,1365
71,1,Detergents ,116
72,1,Fresh ,18291
72,1,Milk ,1266
72,1,Grocery ,21042
72,1,Frozen ,5373
72,1,Deli ,14472
72,1,Detergents ,4173
73,1,Fresh ,4420
73,1,Milk ,5139
73,1,Grocery ,2661
73,1,Frozen ,8872
73,1,Deli ,181
73,1,Detergents ,1321
74,2,Fresh ,19899
74,2,Milk ,5332
74,2,Grocery ,8713
74,2,Frozen ,8132
74,2,Deli ,648
74,2,Detergents ,764
75,2,Fresh ,8190
75,2,Milk ,6343
75,2,Grocery ,9794
75,2,Frozen ,1285
75,2,Deli ,1780
75,2,Detergents ,1901
76,1,Fresh ,20398
76,1,Milk ,1137
76,1,Grocery ,3
76,1,Frozen ,4407
76,1,Deli ,975
76,1,Detergents ,3
77,1,Fresh ,717
77,1,Milk ,3587
77,1,Grocery ,6532
77,1,Frozen ,7530
77,1,Deli ,894
77,1,Detergents ,529
78,2,Fresh ,12205
78,2,Milk ,12697
78,2,Grocery ,28540
78,2,Frozen ,869
78,2,Deli ,1009
78,2,Detergents ,12034
79,1,Fresh ,10766
79,1,Milk ,1175
79,1,Grocery ,2067
79,1,Frozen ,2096
79,1,Deli ,167
79,1,Detergents ,301
80,1,Fresh ,1640
80,1,Milk ,3259
80,1,Grocery ,3655
80,1,Frozen ,868
80,1,Deli ,1653
80,1,Detergents ,1202
81,1,Fresh ,7005
81,1,Milk ,829
81,1,Grocery ,3009
81,1,Frozen ,430
81,1,Deli ,529
81,1,Detergents ,610
82,2,Fresh ,219
82,2,Milk ,9540
82,2,Grocery ,14403
82,2,Frozen ,283
82,2,Deli ,156
82,2,Detergents ,7818
83,2,Fresh ,10362
83,2,Milk ,9232
83,2,Grocery ,11009
83,2,Frozen ,737
83,2,Deli ,2342
83,2,Detergents ,3537
84,1,Fresh ,20874
84,1,Milk ,1563
84,1,Grocery ,1783
84,1,Frozen ,2320
84,1,Deli ,772
84,1,Detergents ,550
85,2,Fresh ,11867
85,2,Milk ,3327
85,2,Grocery ,4814
85,2,Frozen ,1178
85,2,Deli ,120
85,2,Detergents ,3837
86,2,Fresh ,16117
86,2,Milk ,46197
86,2,Grocery ,92780
86,2,Frozen ,1026
86,2,Deli ,2944
86,2,Detergents ,40827
87,2,Fresh ,22925
87,2,Milk ,73498
87,2,Grocery ,32114
87,2,Frozen ,987
87,2,Deli ,903
87,2,Detergents ,20070
88,1,Fresh ,43265
88,1,Milk ,5025
88,1,Grocery ,8117
88,1,Frozen ,6312
88,1,Deli ,14351
88,1,Detergents ,1579
89,1,Fresh ,7864
89,1,Milk ,542
89,1,Grocery ,4042
89,1,Frozen ,9735
89,1,Deli ,46
89,1,Detergents ,165
90,1,Fresh ,24904
90,1,Milk ,3836
90,1,Grocery ,5330
90,1,Frozen ,3443
90,1,Deli ,3178
90,1,Detergents ,454
91,1,Fresh ,11405
91,1,Milk ,596
91,1,Grocery ,1638
91,1,Frozen ,3347
91,1,Deli ,360
91,1,Detergents ,69
92,1,Fresh ,12754
92,1,Milk ,2762
92,1,Grocery ,2530
92,1,Frozen ,8693
92,1,Deli ,1117
92,1,Detergents ,627
93,2,Fresh ,9198
93,2,Milk ,27472
93,2,Grocery ,32034
93,2,Frozen ,3232
93,2,Deli ,5130
93,2,Detergents ,18906
94,1,Fresh ,11314
94,1,Milk ,3090
94,1,Grocery ,2062
94,1,Frozen ,35009
94,1,Deli ,2698
94,1,Detergents ,71
95,2,Fresh ,5626
95,2,Milk ,12220
95,2,Grocery ,11323
95,2,Frozen ,206
95,2,Deli ,244
95,2,Detergents ,5038
96,1,Fresh ,3
96,1,Milk ,2920
96,1,Grocery ,6252
96,1,Frozen ,440
96,1,Deli ,709
96,1,Detergents ,223
97,2,Fresh ,23
97,2,Milk ,2616
97,2,Grocery ,8118
97,2,Frozen ,145
97,2,Deli ,217
97,2,Detergents ,3874
98,1,Fresh ,403
98,1,Milk ,254
98,1,Grocery ,610
98,1,Frozen ,774
98,1,Deli ,63
98,1,Detergents ,54
99,1,Fresh ,503
99,1,Milk ,112
99,1,Grocery ,778
99,1,Frozen ,895
99,1,Deli ,132
99,1,Detergents ,56
100,1,Fresh ,9658
100,1,Milk ,2182
100,1,Grocery ,1909
100,1,Frozen ,5639
100,1,Deli ,323
100,1,Detergents ,215
101,2,Fresh ,11594
101,2,Milk ,7779
101,2,Grocery ,12144
101,2,Frozen ,3252
101,2,Deli ,3029
101,2,Detergents ,8035
102,2,Fresh ,1420
102,2,Milk ,10810
102,2,Grocery ,16267
102,2,Frozen ,1593
102,2,Deli ,1838
102,2,Detergents ,6766
103,2,Fresh ,2932
103,2,Milk ,6459
103,2,Grocery ,7677
103,2,Frozen ,2561
103,2,Deli ,1386
103,2,Detergents ,4573
104,1,Fresh ,56082
104,1,Milk ,3504
104,1,Grocery ,8906
104,1,Frozen ,18028
104,1,Deli ,2498
104,1,Detergents ,1480
105,1,Fresh ,14100
105,1,Milk ,2132
105,1,Grocery ,3445
105,1,Frozen ,1336
105,1,Deli ,548
105,1,Detergents ,1491
106,1,Fresh ,15587
106,1,Milk ,1014
106,1,Grocery ,3970
106,1,Frozen ,910
106,1,Deli ,1378
106,1,Detergents ,139
107,2,Fresh ,1454
107,2,Milk ,6337
107,2,Grocery ,10704
107,2,Frozen ,133
107,2,Deli ,1831
107,2,Detergents ,6830
108,2,Fresh ,8797
108,2,Milk ,10646
108,2,Grocery ,14886
108,2,Frozen ,2471
108,2,Deli ,1438
108,2,Detergents ,8969
109,2,Fresh ,1531
109,2,Milk ,8397
109,2,Grocery ,6981
109,2,Frozen ,247
109,2,Deli ,1236
109,2,Detergents ,2505
110,2,Fresh ,1406
110,2,Milk ,16729
110,2,Grocery ,28986
110,2,Frozen ,673
110,2,Deli ,3
110,2,Detergents ,836
111,1,Fresh ,11818
111,1,Milk ,1648
111,1,Grocery ,1694
111,1,Frozen ,2276
111,1,Deli ,1647
111,1,Detergents ,169
112,2,Fresh ,12579
112,2,Milk ,11114
112,2,Grocery ,17569
112,2,Frozen ,805
112,2,Deli ,1519
112,2,Detergents ,6457
113,1,Fresh ,19046
113,1,Milk ,2770
113,1,Grocery ,2469
113,1,Frozen ,8853
113,1,Deli ,2708
113,1,Detergents ,483
114,1,Fresh ,14438
114,1,Milk ,2295
114,1,Grocery ,1733
114,1,Frozen ,3220
114,1,Deli ,1561
114,1,Detergents ,585
115,1,Fresh ,18044
115,1,Milk ,1080
115,1,Grocery ,2000
115,1,Frozen ,2555
115,1,Deli ,1266
115,1,Detergents ,118
116,1,Fresh ,11134
116,1,Milk ,793
116,1,Grocery ,2988
116,1,Frozen ,2715
116,1,Deli ,610
116,1,Detergents ,276
117,1,Fresh ,11173
117,1,Milk ,2521
117,1,Grocery ,3355
117,1,Frozen ,1517
117,1,Deli ,222
117,1,Detergents ,310
118,1,Fresh ,6990
118,1,Milk ,3880
118,1,Grocery ,5380
118,1,Frozen ,1647
118,1,Deli ,1160
118,1,Detergents ,319
119,1,Fresh ,20049
119,1,Milk ,1891
119,1,Grocery ,2362
119,1,Frozen ,5343
119,1,Deli ,933
119,1,Detergents ,411
120,1,Fresh ,8258
120,1,Milk ,2344
120,1,Grocery ,2147
120,1,Frozen ,3896
120,1,Deli ,635
120,1,Detergents ,266
121,1,Fresh ,17160
121,1,Milk ,1200
121,1,Grocery ,3412
121,1,Frozen ,2417
121,1,Deli ,1136
121,1,Detergents ,174
122,1,Fresh ,4020
122,1,Milk ,3234
122,1,Grocery ,1498
122,1,Frozen ,2395
122,1,Deli ,255
122,1,Detergents ,264
123,1,Fresh ,12212
123,1,Milk ,201
123,1,Grocery ,245
123,1,Frozen ,1991
123,1,Deli ,860
123,1,Detergents ,25
124,2,Fresh ,11170
124,2,Milk ,10769
124,2,Grocery ,8814
124,2,Frozen ,2194
124,2,Deli ,143
124,2,Detergents ,1976
125,1,Fresh ,36050
125,1,Milk ,1642
125,1,Grocery ,2961
125,1,Frozen ,4787
125,1,Deli ,1621
125,1,Detergents ,500
126,1,Fresh ,76237
126,1,Milk ,3473
126,1,Grocery ,7102
126,1,Frozen ,16538
126,1,Deli ,918
126,1,Detergents ,778
127,1,Fresh ,19219
127,1,Milk ,1840
127,1,Grocery ,1658
127,1,Frozen ,8195
127,1,Deli ,483
127,1,Detergents ,349
128,2,Fresh ,21465
128,2,Milk ,7243
128,2,Grocery ,10685
128,2,Frozen ,880
128,2,Deli ,2749
128,2,Detergents ,2386
129,1,Fresh ,140
129,1,Milk ,8847
129,1,Grocery ,3823
129,1,Frozen ,142
129,1,Deli ,3
129,1,Detergents ,1062
130,1,Fresh ,42312
130,1,Milk ,926
130,1,Grocery ,1510
130,1,Frozen ,1718
130,1,Deli ,1819
130,1,Detergents ,410
131,1,Fresh ,7149
131,1,Milk ,2428
131,1,Grocery ,699
131,1,Frozen ,6316
131,1,Deli ,911
131,1,Detergents ,395
132,1,Fresh ,2101
132,1,Milk ,589
132,1,Grocery ,314
132,1,Frozen ,346
132,1,Deli ,310
132,1,Detergents ,70
133,1,Fresh ,14903
133,1,Milk ,2032
133,1,Grocery ,2479
133,1,Frozen ,576
133,1,Deli ,328
133,1,Detergents ,955
134,1,Fresh ,9434
134,1,Milk ,1042
134,1,Grocery ,1235
134,1,Frozen ,436
134,1,Deli ,396
134,1,Detergents ,256
135,1,Fresh ,7388
135,1,Milk ,1882
135,1,Grocery ,2174
135,1,Frozen ,720
135,1,Deli ,537
135,1,Detergents ,47
136,1,Fresh ,6300
136,1,Milk ,1289
136,1,Grocery ,2591
136,1,Frozen ,1170
136,1,Deli ,326
136,1,Detergents ,199
137,1,Fresh ,4625
137,1,Milk ,8579
137,1,Grocery ,7030
137,1,Frozen ,4575
137,1,Deli ,1542
137,1,Detergents ,2447
138,1,Fresh ,3087
138,1,Milk ,8080
138,1,Grocery ,8282
138,1,Frozen ,661
138,1,Deli ,36
138,1,Detergents ,721
139,1,Fresh ,13537
139,1,Milk ,4257
139,1,Grocery ,5034
139,1,Frozen ,155
139,1,Deli ,3271
139,1,Detergents ,249
140,1,Fresh ,5387
140,1,Milk ,4979
140,1,Grocery ,3343
140,1,Frozen ,825
140,1,Deli ,929
140,1,Detergents ,637
141,1,Fresh ,17623
141,1,Milk ,4280
141,1,Grocery ,7305
141,1,Frozen ,2279
141,1,Deli ,2616
141,1,Detergents ,960
142,1,Fresh ,30379
142,1,Milk ,13252
142,1,Grocery ,5189
142,1,Frozen ,321
142,1,Deli ,1450
142,1,Detergents ,51
143,1,Fresh ,37036
143,1,Milk ,7152
143,1,Grocery ,8253
143,1,Frozen ,2995
143,1,Deli ,3
143,1,Detergents ,20
144,1,Fresh ,10405
144,1,Milk ,1596
144,1,Grocery ,1096
144,1,Frozen ,8425
144,1,Deli ,318
144,1,Detergents ,399
145,1,Fresh ,18827
145,1,Milk ,3677
145,1,Grocery ,1988
145,1,Frozen ,118
145,1,Deli ,201
145,1,Detergents ,516
146,2,Fresh ,22039
146,2,Milk ,8384
146,2,Grocery ,34792
146,2,Frozen ,42
146,2,Deli ,4430
146,2,Detergents ,12591
147,1,Fresh ,7769
147,1,Milk ,1936
147,1,Grocery ,2177
147,1,Frozen ,926
147,1,Deli ,520
147,1,Detergents ,73
148,1,Fresh ,9203
148,1,Milk ,3373
148,1,Grocery ,2707
148,1,Frozen ,1286
148,1,Deli ,526
148,1,Detergents ,1082
149,1,Fresh ,5924
149,1,Milk ,584
149,1,Grocery ,542
149,1,Frozen ,4052
149,1,Deli ,434
149,1,Detergents ,283
150,1,Fresh ,31812
150,1,Milk ,1433
150,1,Grocery ,1651
150,1,Frozen ,800
150,1,Deli ,1440
150,1,Detergents ,113
151,1,Fresh ,16225
151,1,Milk ,1825
151,1,Grocery ,1765
151,1,Frozen ,853
151,1,Deli ,1067
151,1,Detergents ,170
152,1,Fresh ,1289
152,1,Milk ,3328
152,1,Grocery ,2022
152,1,Frozen ,531
152,1,Deli ,1774
152,1,Detergents ,255
153,1,Fresh ,18840
153,1,Milk ,1371
153,1,Grocery ,3135
153,1,Frozen ,3001
153,1,Deli ,184
153,1,Detergents ,352
154,1,Fresh ,3463
154,1,Milk ,9250
154,1,Grocery ,2368
154,1,Frozen ,779
154,1,Deli ,1627
154,1,Detergents ,302
155,1,Fresh ,622
155,1,Milk ,55
155,1,Grocery ,137
155,1,Frozen ,75
155,1,Deli ,8
155,1,Detergents ,7
156,2,Fresh ,1989
156,2,Milk ,10690
156,2,Grocery ,19460
156,2,Frozen ,233
156,2,Deli ,2153
156,2,Detergents ,11577
157,2,Fresh ,3830
157,2,Milk ,5291
157,2,Grocery ,14855
157,2,Frozen ,317
157,2,Deli ,3182
157,2,Detergents ,6694
158,1,Fresh ,17773
158,1,Milk ,1366
158,1,Grocery ,2474
158,1,Frozen ,3378
158,1,Deli ,418
158,1,Detergents ,811
159,2,Fresh ,2861
159,2,Milk ,6570
159,2,Grocery ,9618
159,2,Frozen ,930
159,2,Deli ,1682
159,2,Detergents ,4004
160,2,Fresh ,355
160,2,Milk ,7704
160,2,Grocery ,14682
160,2,Frozen ,398
160,2,Deli ,303
160,2,Detergents ,8077
161,2,Fresh ,1725
161,2,Milk ,3651
161,2,Grocery ,12822
161,2,Frozen ,824
161,2,Deli ,2157
161,2,Detergents ,4424
162,1,Fresh ,12434
162,1,Milk ,540
162,1,Grocery ,283
162,1,Frozen ,1092
162,1,Deli ,2233
162,1,Detergents ,3
163,1,Fresh ,15177
163,1,Milk ,2024
163,1,Grocery ,3810
163,1,Frozen ,2665
163,1,Deli ,610
163,1,Detergents ,232
164,2,Fresh ,5531
164,2,Milk ,15726
164,2,Grocery ,26870
164,2,Frozen ,2367
164,2,Deli ,446
164,2,Detergents ,13726
165,2,Fresh ,5224
165,2,Milk ,7603
165,2,Grocery ,8584
165,2,Frozen ,2540
165,2,Deli ,238
165,2,Detergents ,3674
166,2,Fresh ,15615
166,2,Milk ,12653
166,2,Grocery ,19858
166,2,Frozen ,4425
166,2,Deli ,2379
166,2,Detergents ,7108
167,2,Fresh ,4822
167,2,Milk ,6721
167,2,Grocery ,9170
167,2,Frozen ,993
167,2,Deli ,3637
167,2,Detergents ,4973
168,1,Fresh ,2926
168,1,Milk ,3195
168,1,Grocery ,3268
168,1,Frozen ,405
168,1,Deli ,693
168,1,Detergents ,1680
169,1,Fresh ,5809
169,1,Milk ,735
169,1,Grocery ,803
169,1,Frozen ,1393
169,1,Deli ,429
169,1,Detergents ,79
170,1,Fresh ,5414
170,1,Milk ,717
170,1,Grocery ,2155
170,1,Frozen ,2399
170,1,Deli ,750
170,1,Detergents ,69
171,2,Fresh ,260
171,2,Milk ,8675
171,2,Grocery ,13430
171,2,Frozen ,1116
171,2,Deli ,323
171,2,Detergents ,7015
172,2,Fresh ,200
172,2,Milk ,25862
172,2,Grocery ,19816
172,2,Frozen ,651
172,2,Deli ,6250
172,2,Detergents ,8773
173,1,Fresh ,955
173,1,Milk ,5479
173,1,Grocery ,6536
173,1,Frozen ,333
173,1,Deli ,707
173,1,Detergents ,2840
174,2,Fresh ,514
174,2,Milk ,7677
174,2,Grocery ,19805
174,2,Frozen ,937
174,2,Deli ,716
174,2,Detergents ,9836
175,1,Fresh ,286
175,1,Milk ,1208
175,1,Grocery ,5241
175,1,Frozen ,2515
175,1,Deli ,1442
175,1,Detergents ,153
176,2,Fresh ,2343
176,2,Milk ,7845
176,2,Grocery ,11874
176,2,Frozen ,52
176,2,Deli ,1697
176,2,Detergents ,4196
177,1,Fresh ,45640
177,1,Milk ,6958
177,1,Grocery ,6536
177,1,Frozen ,7368
177,1,Deli ,230
177,1,Detergents ,1532
178,1,Fresh ,12759
178,1,Milk ,7330
178,1,Grocery ,4533
178,1,Frozen ,1752
178,1,Deli ,2631
178,1,Detergents ,20
179,1,Fresh ,11002
179,1,Milk ,7075
179,1,Grocery ,4945
179,1,Frozen ,1152
179,1,Deli ,395
179,1,Detergents ,120
180,1,Fresh ,3157
180,1,Milk ,4888
180,1,Grocery ,2500
180,1,Frozen ,4477
180,1,Deli ,2165
180,1,Detergents ,273
181,1,Fresh ,12356
181,1,Milk ,6036
181,1,Grocery ,8887
181,1,Frozen ,402
181,1,Deli ,2794
181,1,Detergents ,1382
182,1,Fresh ,112151
182,1,Milk ,29627
182,1,Grocery ,18148
182,1,Frozen ,16745
182,1,Deli ,8550
182,1,Detergents ,4948
183,1,Fresh ,694
183,1,Milk ,8533
183,1,Grocery ,10518
183,1,Frozen ,443
183,1,Deli ,156
183,1,Detergents ,6907
184,1,Fresh ,36847
184,1,Milk ,43950
184,1,Grocery ,20170
184,1,Frozen ,36534
184,1,Deli ,47943
184,1,Detergents ,239
185,1,Fresh ,327
185,1,Milk ,918
185,1,Grocery ,4710
185,1,Frozen ,74
185,1,Deli ,11
185,1,Detergents ,334
186,1,Fresh ,8170
186,1,Milk ,6448
186,1,Grocery ,1139
186,1,Frozen ,2181
186,1,Deli ,247
186,1,Detergents ,58
187,1,Fresh ,3009
187,1,Milk ,521
187,1,Grocery ,854
187,1,Frozen ,3470
187,1,Deli ,727
187,1,Detergents ,949
188,1,Fresh ,2438
188,1,Milk ,8002
188,1,Grocery ,9819
188,1,Frozen ,6269
188,1,Deli ,3
188,1,Detergents ,3459
